Name,Current Price,Change,Disclosure Date,Designation,Code
KBHJ89KOSPI200- C,-,-,2022/12/28,2022/12/29,58HJ89
KISHN38KOSPI200- P,-,-,2022/12/28,2022/12/29,57HN38
KISHV25SEC- P,-,-,2022/12/28,2022/12/29,57HV25
MDS Tech,"2,570",80,2022/12/28,2022/12/29,086960
MIRAEHR24LGensol- C,-,-,2022/12/28,2022/12/29,52HR24
MIRAEHV72KOSPI200- C,-,-,2022/12/28,2022/12/29,52HV72
MIRAEHV89KOSPI200- P,-,-,2022/12/28,2022/12/29,52HV89
MIRAEHZ03KOSPI200- P,-,-,2022/12/28,2022/12/29,52HZ03
SHT-6 SPAC,-,-,2022/12/28,2022/12/29,344050
CBI,"2,780",285,2022/12/27,2022/12/28,013720
CENOTEC,"2,070",50,2022/12/27,2022/12/28,222420
H&B Design,"3,510",35,2022/12/27,2022/12/28,227100
KBHJ89KOSPI200- C,-,-,2022/12/27,2022/12/28,58HJ89
KISHN25KOSPI200- P,-,-,2022/12/27,2022/12/28,57HN25
KISHN47KOSPI200- C,-,-,2022/12/27,2022/12/28,57HN47
MIRAEHV87KOSPI200- P,-,-,2022/12/27,2022/12/28,52HV87
MIRAEHV88KOSPI200- P,-,-,2022/12/27,2022/12/28,52HV88
MIRAEHV89KOSPI200- P,-,-,2022/12/27,2022/12/28,52HV89
SCM,"6,500",100,2022/12/27,2022/12/28,298060
SDBIO,349,0,2022/12/27,2022/12/28,217480
SKS ACPC NO.7 SPAC,"2,860",60,2022/12/27,2022/12/28,408920
KBHJ92KOSPI200- C,-,-,2022/12/26,2022/12/27,58HJ92
KISHN25KOSPI200- P,-,-,2022/12/26,2022/12/27,57HN25
Kumbi,"92,500","3,300",2022/12/26,2022/12/27,008870
MIRAEHV87KOSPI200- P,-,-,2022/12/26,2022/12/27,52HV87
Prestige Biologics,"4,915",215,2022/12/26,2022/12/27,334970
SKS ACPC NO.7 SPAC,"2,860",60,2022/12/26,2022/12/27,408920
SSR,"4,620",75,2022/12/26,2022/12/27,275630
KBHJ93KOSPI200- C,-,-,2022/12/23,2022/12/26,58HJ93
KISHK25KOSPI200- C,-,-,2022/12/23,2022/12/26,57HK25
KOYJ,"2,520",0,2022/12/23,2022/12/26,121850
MIRAEHV91KOSPI200- P,-,-,2022/12/23,2022/12/26,52HV91
SKS ACPC NO.7 SPAC,"2,860",60,2022/12/23,2022/12/26,408920
TL Engineering,"3,850",10,2022/12/23,2022/12/26,413300
Volvik,"2,135",0,2022/12/23,2022/12/26,206950
ANIPLUS,"3,905",45,2022/12/22,2022/12/23,310200
Dongbu(1P),"29,000",350,2022/12/22,2022/12/23,005965
KISHN12KOSPI200- C,-,-,2022/12/22,2022/12/23,57HN12
Mr. Blue,"2,425",5,2022/12/22,2022/12/23,207760
ORICOM,"14,300","1,810",2022/12/22,2022/12/23,010470
Silicon2,"7,100",380,2022/12/22,2022/12/23,257720
Hironic,"8,530",10,2022/12/21,2022/12/22,149980
Jeju BK,"13,890",710,2022/12/21,2022/12/22,006220
KBHJ94KOSPI200- C,-,-,2022/12/21,2022/12/22,58HJ94
KISHN10KOSPI200- C,-,-,2022/12/21,2022/12/22,57HN10
MIRAEHT19KOSPI200- C,-,-,2022/12/21,2022/12/22,52HT19
MIRAEHV86KOSPI200- P,-,-,2022/12/21,2022/12/22,52HV86
MIRAEHV87KOSPI200- P,-,-,2022/12/21,2022/12/22,52HV87
MIRAEHV88KOSPI200- P,-,-,2022/12/21,2022/12/22,52HV88
MIRAEHX10LGensol- P,-,-,2022/12/21,2022/12/22,52HX10
MIRAEHZ09KOSPI200- P,-,-,2022/12/21,2022/12/22,52HZ09
Mr. Blue,"2,425",5,2022/12/21,2022/12/22,207760
ORICOM,"14,300","1,810",2022/12/21,2022/12/22,010470
SELVAS AI,"18,920","1,130",2022/12/21,2022/12/22,108860
KBHJ94KOSPI200- C,-,-,2022/12/20,2022/12/21,58HJ94
KISHN67KOSPI200- P,-,-,2022/12/20,2022/12/21,57HN67
MIRAEHT15KOSPI200- C,-,-,2022/12/20,2022/12/21,52HT15
MIRAEHT18KOSPI200- C,-,-,2022/12/20,2022/12/21,52HT18
MIRAEHV86KOSPI200- P,-,-,2022/12/20,2022/12/21,52HV86
MIRAEHV87KOSPI200- P,-,-,2022/12/20,2022/12/21,52HV87
MIRAEHV88KOSPI200- P,-,-,2022/12/20,2022/12/21,52HV88
MIRAEHZ09KOSPI200- P,-,-,2022/12/20,2022/12/21,52HZ09
ManhoRope&Wire,"45,800",0,2022/12/20,2022/12/21,001080
CAELUM,"3,100",20,2022/12/19,2022/12/20,258610
CAMUS E&S,"1,804",64,2022/12/19,2022/12/20,013700
CRONEX,"2,270",25,2022/12/19,2022/12/20,215570
CRONEX,"2,270",25,2022/12/19,2022/12/20,215570
KBHK84KOSPI200- P,-,-,2022/12/19,2022/12/20,58HK84
KISHK72POSCOH- C,-,-,2022/12/19,2022/12/20,57HK72
KISHN11KOSPI200- C,-,-,2022/12/19,2022/12/20,57HN11
MIRAEHT18KOSPI200- C,-,-,2022/12/19,2022/12/20,52HT18
MIRAEHV86KOSPI200- P,-,-,2022/12/19,2022/12/20,52HV86
MIRAEHV87KOSPI200- P,-,-,2022/12/19,2022/12/20,52HV87
MIRAEHV88KOSPI200- P,-,-,2022/12/19,2022/12/20,52HV88
MIRAEHV89KOSPI200- P,-,-,2022/12/19,2022/12/20,52HV89
MIRAEHV90KOSPI200- P,-,-,2022/12/19,2022/12/20,52HV90
MIRAEHV91KOSPI200- P,-,-,2022/12/19,2022/12/20,52HV91
MIRAEHZ09KOSPI200- P,-,-,2022/12/19,2022/12/20,52HZ09
ORICOM,"14,300","1,810",2022/12/19,2022/12/20,010470
Dongbu(1P),"29,000",350,2022/12/16,2022/12/19,005965
KBHK84KOSPI200- P,-,-,2022/12/16,2022/12/19,58HK84
KIM ANKOR OIL,678,7,2022/12/16,2022/12/19,152550
KIM ANKOR OIL,678,7,2022/12/16,2022/12/19,152550
KIM ANKOR OIL,678,7,2022/12/16,2022/12/19,152550
KISHX33KOSPI200- P,-,-,2022/12/16,2022/12/19,57HX33
MIRAEHT20KOSPI200- C,-,-,2022/12/16,2022/12/19,52HT20
MIRAEHV88KOSPI200- P,-,-,2022/12/16,2022/12/19,52HV88
MIRAEHV89KOSPI200- P,-,-,2022/12/16,2022/12/19,52HV89
MIRAEHV90KOSPI200- P,-,-,2022/12/16,2022/12/19,52HV90
MIRAEHV91KOSPI200- P,-,-,2022/12/16,2022/12/19,52HV91
OSTEONIC,"6,620",640,2022/12/16,2022/12/19,226400
Robo3,583,13,2022/12/16,2022/12/19,238500
SINSIN PHARM,"4,880",5,2022/12/16,2022/12/19,002800
STUDIO SANTA CLAUS,616,12,2022/12/16,2022/12/19,204630
WINIA,"2,330",150,2022/12/16,2022/12/19,071460
ChoA Pharm.,"2,145",0,2022/12/15,2022/12/16,034940
KBHK84KOSPI200- P,-,-,2022/12/15,2022/12/16,58HK84
KolonGlobal(1P),"22,000",600,2022/12/15,2022/12/16,003075
Leaders Technology Investment,900,21,2022/12/15,2022/12/16,019570
MIRAEHR24LGensol- C,-,-,2022/12/15,2022/12/16,52HR24
MIRAEHT20KOSPI200- C,-,-,2022/12/15,2022/12/16,52HT20
MIRAEHZ31KOSPI200- P,-,-,2022/12/15,2022/12/16,52HZ31
OE Solutions,"16,530",20,2022/12/15,2022/12/16,138080
ORICOM,"14,300","1,810",2022/12/15,2022/12/16,010470
OSTEONIC,"6,620",640,2022/12/15,2022/12/16,226400
STX Heavy Industries,"6,870",260,2022/12/15,2022/12/16,071970
SeouLin,"11,800",140,2022/12/15,2022/12/16,038070
UNION KOREA PHARM,"5,620",50,2022/12/15,2022/12/16,080720
DYD,"1,879",389,2022/12/14,2022/12/15,219550
DYD,"1,879",389,2022/12/14,2022/12/15,219550
Dynamic Design,"6,950",330,2022/12/14,2022/12/15,145210
Finger Story,"5,200",140,2022/12/14,2022/12/15,417180
HYUNGJI I&C,"1,185",13,2022/12/14,2022/12/15,011080
KBHJ91KOSPI200- C,-,-,2022/12/14,2022/12/15,58HJ91
KISHN21KOSPI200- C,-,-,2022/12/14,2022/12/15,57HN21
MIRAEHR24LGensol- C,-,-,2022/12/14,2022/12/15,52HR24
MIRAEHT20KOSPI200- C,-,-,2022/12/14,2022/12/15,52HT20
MIRAEHZ09KOSPI200- P,-,-,2022/12/14,2022/12/15,52HZ09
ORICOM,"14,300","1,810",2022/12/14,2022/12/15,010470
OUTIN,"3,325",140,2022/12/14,2022/12/15,227610
YUNGJIN PHARM,"2,615",10,2022/12/14,2022/12/15,003520
HYUNGJI I&C,"1,185",13,2022/12/13,2022/12/14,011080
IBKS No.16 SPAC,"3,645",295,2022/12/13,2022/12/14,388790
JOONGANGDNM,"4,630",170,2022/12/13,2022/12/14,051980
KBHJ89KOSPI200- C,-,-,2022/12/13,2022/12/14,58HJ89
KBHJ91KOSPI200- C,-,-,2022/12/13,2022/12/14,58HJ91
KYUNGDONG INVEST,"93,100","2,200",2022/12/13,2022/12/14,012320
MIRAEHT19KOSPI200- C,-,-,2022/12/13,2022/12/14,52HT19
MIRAEHT20KOSPI200- C,-,-,2022/12/13,2022/12/14,52HT20
MIRAEHV71KOSPI200- C,-,-,2022/12/13,2022/12/14,52HV71
ORICOM,"14,300","1,810",2022/12/13,2022/12/14,010470
ORICOM,"14,300","1,810",2022/12/13,2022/12/14,010470
SHT-6 SPAC,-,-,2022/12/13,2022/12/14,344050
SHT-6 SPAC,-,-,2022/12/13,2022/12/14,344050
SKS ACPC NO.7 SPAC,"2,860",60,2022/12/13,2022/12/14,408920
CBI,"2,780",285,2022/12/12,2022/12/13,013720
Finger Story,"5,200",140,2022/12/12,2022/12/13,417180
In the F,"1,344",43,2022/12/12,2022/12/13,014990
JOONGANGDNM,"4,630",170,2022/12/12,2022/12/13,051980
KB No.20 SPAC,-,-,2022/12/12,2022/12/13,342550
KISHG13KOSPI200- C,-,-,2022/12/12,2022/12/13,57HG13
MIRAEHV71KOSPI200- C,-,-,2022/12/12,2022/12/13,52HV71
ORICOM,"14,300","1,810",2022/12/12,2022/12/13,010470
ORICOM,"14,300","1,810",2022/12/12,2022/12/13,010470
WPMulsan,"1,283",33,2022/12/12,2022/12/13,008290
CBI,"2,780",285,2022/12/09,2022/12/12,013720
JOONGANGDNM,"4,630",170,2022/12/09,2022/12/12,051980
KBHK10KOSPI200- P,-,-,2022/12/09,2022/12/12,58HK10
KBHK11KOSPI200- P,-,-,2022/12/09,2022/12/12,58HK11
KH Construction,319,0,2022/12/09,2022/12/12,226360
KISHG12KOSPI200- C,-,-,2022/12/09,2022/12/12,57HG12
KISHG13KOSPI200- C,-,-,2022/12/09,2022/12/12,57HG13
MIRAEHV71KOSPI200- C,-,-,2022/12/09,2022/12/12,52HV71
MIRAEHV73KOSPI200- C,-,-,2022/12/09,2022/12/12,52HV73
RMRI,"22,100",950,2022/12/09,2022/12/12,200350
SHT-6 SPAC,-,-,2022/12/09,2022/12/12,344050
09WOMEN,"9,070",40,2022/12/08,2022/12/09,366030
IBKS No.16 SPAC,"3,645",295,2022/12/08,2022/12/09,388790
KBHK13KOSPI200- P,-,-,2022/12/08,2022/12/09,58HK13
KISHG12KOSPI200- C,-,-,2022/12/08,2022/12/09,57HG12
KISHG13KOSPI200- C,-,-,2022/12/08,2022/12/09,57HG13
KISHN27KOSPI200- P,-,-,2022/12/08,2022/12/09,57HN27
MIRAEHT19KOSPI200- C,-,-,2022/12/08,2022/12/09,52HT19
MIRAEHT20KOSPI200- C,-,-,2022/12/08,2022/12/09,52HT20
MIRAEHV87KOSPI200- P,-,-,2022/12/08,2022/12/09,52HV87
MIRAEHZ08KOSPI200- P,-,-,2022/12/08,2022/12/09,52HZ08
MIRAEHZ09KOSPI200- P,-,-,2022/12/08,2022/12/09,52HZ09
NP,"4,915",70,2022/12/08,2022/12/09,291230
SHT-6 SPAC,-,-,2022/12/08,2022/12/09,344050
iWIN PLUS,"2,335",25,2022/12/08,2022/12/09,123010
HANKOOK Technology,334,0,2022/12/07,2022/12/08,053590
IBKS No.16 SPAC,"3,645",295,2022/12/07,2022/12/08,388790
JETEMA,"19,070",150,2022/12/07,2022/12/08,216080
KBHF49KOSPI200- P,-,-,2022/12/07,2022/12/08,58HF49
KBHJ99KOSPI200- C,-,-,2022/12/07,2022/12/08,58HJ99
KBHK13KOSPI200- P,-,-,2022/12/07,2022/12/08,58HK13
KISHM74KOSPI200- C,-,-,2022/12/07,2022/12/08,57HM74
KISHM98KOSPI200- P,-,-,2022/12/07,2022/12/08,57HM98
KISHN27KOSPI200- P,-,-,2022/12/07,2022/12/08,57HN27
KISHN33KOSPI200- P,-,-,2022/12/07,2022/12/08,57HN33
MIRAEHS84KOSPI200- P,-,-,2022/12/07,2022/12/08,52HS84
MIRAEHS85KOSPI200- P,-,-,2022/12/07,2022/12/08,52HS85
MIRAEHV87KOSPI200- P,-,-,2022/12/07,2022/12/08,52HV87
MIRAEHV88KOSPI200- P,-,-,2022/12/07,2022/12/08,52HV88
NEXTCHIP,"14,760","1,020",2022/12/07,2022/12/08,396270
PCL,"7,860",200,2022/12/07,2022/12/08,241820
Picogram,"10,680",20,2022/12/07,2022/12/08,376180
iWIN PLUS,"2,335",25,2022/12/07,2022/12/08,123010
JETEMA,"19,070",150,2022/12/06,2022/12/07,216080
KISHM72KOSPI200- C,-,-,2022/12/06,2022/12/07,57HM72
KISHN26KOSPI200- P,-,-,2022/12/06,2022/12/07,57HN26
KISHN31KOSPI200- P,-,-,2022/12/06,2022/12/07,57HN31
KISHN33KOSPI200- P,-,-,2022/12/06,2022/12/07,57HN33
MIRAEHS84KOSPI200- P,-,-,2022/12/06,2022/12/07,52HS84
MIRAEHS85KOSPI200- P,-,-,2022/12/06,2022/12/07,52HS85
MIRAEHS86KOSPI200- P,-,-,2022/12/06,2022/12/07,52HS86
MIRAEHV86KOSPI200- P,-,-,2022/12/06,2022/12/07,52HV86
MIRAEHV87KOSPI200- P,-,-,2022/12/06,2022/12/07,52HV87
MIRAEHV88KOSPI200- P,-,-,2022/12/06,2022/12/07,52HV88
OUTIN,"3,325",140,2022/12/06,2022/12/07,227610
JETEMA,"19,070",150,2022/12/05,2022/12/06,216080
JSCO Holdings,"2,635",65,2022/12/05,2022/12/06,023440
KISHN26KOSPI200- P,-,-,2022/12/05,2022/12/06,57HN26
KISHN27KOSPI200- P,-,-,2022/12/05,2022/12/06,57HN27
KISHN31KOSPI200- P,-,-,2022/12/05,2022/12/06,57HN31
MIRAEHQ46KOSPI200- C,-,-,2022/12/05,2022/12/06,52HQ46
MIRAEHQ48KOSPI200- C,-,-,2022/12/05,2022/12/06,52HQ48
MIRAEHS82KOSPI200- P,-,-,2022/12/05,2022/12/06,52HS82
MIRAEHS84KOSPI200- P,-,-,2022/12/05,2022/12/06,52HS84
MIRAEHS85KOSPI200- P,-,-,2022/12/05,2022/12/06,52HS85
MIRAEHS86KOSPI200- P,-,-,2022/12/05,2022/12/06,52HS86
MIRAEHS87KOSPI200- P,-,-,2022/12/05,2022/12/06,52HS87
MIRAEHV88KOSPI200- P,-,-,2022/12/05,2022/12/06,52HV88
MIRAEHV89KOSPI200- P,-,-,2022/12/05,2022/12/06,52HV89
MIRAEHV94KOSPI200- P,-,-,2022/12/05,2022/12/06,52HV94
SCM,"6,500",100,2022/12/05,2022/12/06,298060
STX,"9,140",150,2022/12/05,2022/12/06,011810
APEX INTEC,"7,000",0,2022/12/02,2022/12/05,207490
ContentreeJoongAng,"18,360",740,2022/12/02,2022/12/05,036420
IHQ,239,0,2022/12/02,2022/12/05,003560
JSCO Holdings,"2,635",65,2022/12/02,2022/12/05,023440
JangWon,530,0,2022/12/02,2022/12/05,174880
KBHJ91KOSPI200- C,-,-,2022/12/02,2022/12/05,58HJ91
KH Construction,319,0,2022/12/02,2022/12/05,226360
KISHN27KOSPI200- P,-,-,2022/12/02,2022/12/05,57HN27
KISHN30KOSPI200- P,-,-,2022/12/02,2022/12/05,57HN30
MIRAEHQ46KOSPI200- C,-,-,2022/12/02,2022/12/05,52HQ46
MIRAEHQ50KOSPI200- C,-,-,2022/12/02,2022/12/05,52HQ50
MIRAEHQ53KOSPI200- C,-,-,2022/12/02,2022/12/05,52HQ53
MIRAEHS82KOSPI200- P,-,-,2022/12/02,2022/12/05,52HS82
MIRAEHS86KOSPI200- P,-,-,2022/12/02,2022/12/05,52HS86
MIRAEHT16KOSPI200- C,-,-,2022/12/02,2022/12/05,52HT16
MIRAEHZ03KOSPI200- P,-,-,2022/12/02,2022/12/05,52HZ03
NEW,"7,660",170,2022/12/02,2022/12/05,160550
SR biotek,"5,590",635,2022/12/02,2022/12/05,270210
SR biotek,"5,590",635,2022/12/02,2022/12/05,270210
SUNIC SYSTEM,"34,150",400,2022/12/02,2022/12/05,171090
TaeyangMtl,"1,848",45,2022/12/02,2022/12/05,004100
ezCaretech,"22,050",250,2022/12/02,2022/12/05,099750
ABN,"7,620",110,2022/12/01,2022/12/02,203400
Dongbu(1P),"29,000",350,2022/12/01,2022/12/02,005965
ILYA,922,37,2022/12/01,2022/12/02,058450
ILYA,922,37,2022/12/01,2022/12/02,058450
Jeju BK,"13,890",710,2022/12/01,2022/12/02,006220
KBHJ91KOSPI200- C,-,-,2022/12/01,2022/12/02,58HJ91
KISHM84KOSPI200- C,-,-,2022/12/01,2022/12/02,57HM84
KISHN02KOSPI200- P,-,-,2022/12/01,2022/12/02,57HN02
KISHN13KOSPI200- C,-,-,2022/12/01,2022/12/02,57HN13
MIRAEHQ50KOSPI200- C,-,-,2022/12/01,2022/12/02,52HQ50
MIRAEHQ51KOSPI200- C,-,-,2022/12/01,2022/12/02,52HQ51
MIRAEHQ54KOSPI200- C,-,-,2022/12/01,2022/12/02,52HQ54
MIRAEHQ55KOSPI200- C,-,-,2022/12/01,2022/12/02,52HQ55
MIRAEHT19KOSPI200- C,-,-,2022/12/01,2022/12/02,52HT19
MIRAEHT20KOSPI200- C,-,-,2022/12/01,2022/12/02,52HT20
MIRAEHV72KOSPI200- C,-,-,2022/12/01,2022/12/02,52HV72
MIRAEHZ02KOSPI200- P,-,-,2022/12/01,2022/12/02,52HZ02
MIRAEHZ03KOSPI200- P,-,-,2022/12/01,2022/12/02,52HZ03
POSCO M-TECH,"26,050",550,2022/12/01,2022/12/02,009520
SKS ACPC NO.7 SPAC,"2,860",60,2022/12/01,2022/12/02,408920
CENTRAL MOTEK,"15,780",40,2022/11/30,2022/12/01,308170
DAE BO MAGNETIC,"59,900",0,2022/11/30,2022/12/01,290670
G Enone Energy,"12,520",280,2022/11/30,2022/12/01,270520
KBHJ91KOSPI200- C,-,-,2022/11/30,2022/12/01,58HJ91
KISH829KOSPI200- P,-,-,2022/11/30,2022/12/01,57H829
KISHM84KOSPI200- C,-,-,2022/11/30,2022/12/01,57HM84
KISHM85KOSPI200- C,-,-,2022/11/30,2022/12/01,57HM85
KISHN13KOSPI200- C,-,-,2022/11/30,2022/12/01,57HN13
KOSSEN,"5,320",10,2022/11/30,2022/12/01,009730
KolonGlobal(1P),"22,000",600,2022/11/30,2022/12/01,003075
KolonGlobal(1P),"22,000",600,2022/11/30,2022/12/01,003075
MIRAEHQ48KOSPI200- C,-,-,2022/11/30,2022/12/01,52HQ48
MIRAEHQ49KOSPI200- C,-,-,2022/11/30,2022/12/01,52HQ49
MIRAEHQ50KOSPI200- C,-,-,2022/11/30,2022/12/01,52HQ50
MIRAEHQ53KOSPI200- C,-,-,2022/11/30,2022/12/01,52HQ53
MIRAEHQ54KOSPI200- C,-,-,2022/11/30,2022/12/01,52HQ54
MIRAEHQ55KOSPI200- C,-,-,2022/11/30,2022/12/01,52HQ55
MIRAEHV72KOSPI200- C,-,-,2022/11/30,2022/12/01,52HV72
NHH311SKH- P,-,-,2022/11/30,2022/12/01,55H311
SKS ACPC NO.7 SPAC,"2,860",60,2022/11/30,2022/12/01,408920
STCUBE,"15,980",360,2022/11/30,2022/12/01,052020
ShinpoongPharm(1P),"29,600","1,200",2022/11/30,2022/12/01,019175
TAEKYUNG BK,"7,530",180,2022/11/30,2022/12/01,014580
KBHK01KOSPI200- C,-,-,2022/11/29,2022/11/30,58HK01
KISHM84KOSPI200- C,-,-,2022/11/29,2022/11/30,57HM84
KISHM85KOSPI200- C,-,-,2022/11/29,2022/11/30,57HM85
MIRAEHS84KOSPI200- P,-,-,2022/11/29,2022/11/30,52HS84
MIRAEHS85KOSPI200- P,-,-,2022/11/29,2022/11/30,52HS85
MIRAEHZ01KOSPI200- P,-,-,2022/11/29,2022/11/30,52HZ01
NHH311SKH- P,-,-,2022/11/29,2022/11/30,55H311
SR biotek,"5,590",635,2022/11/29,2022/11/30,270210
CNT Dream,"3,050",0,2022/11/28,2022/11/29,286000
DSOL,621,35,2022/11/28,2022/11/29,096350
Dynamic Design,"6,950",330,2022/11/28,2022/11/29,145210
KISHM84KOSPI200- C,-,-,2022/11/28,2022/11/29,57HM84
KolonGlobal(1P),"22,000",600,2022/11/28,2022/11/29,003075
MIRAEHQ42KOSPI200- P,-,-,2022/11/28,2022/11/29,52HQ42
MIRAEHQ46KOSPI200- C,-,-,2022/11/28,2022/11/29,52HQ46
MIRAEHQ49KOSPI200- C,-,-,2022/11/28,2022/11/29,52HQ49
MIRAEHS82KOSPI200- P,-,-,2022/11/28,2022/11/29,52HS82
MIRAEHS83KOSPI200- P,-,-,2022/11/28,2022/11/29,52HS83
MIRAEHS85KOSPI200- P,-,-,2022/11/28,2022/11/29,52HS85
MIRAEHX91KAKAO- C,-,-,2022/11/28,2022/11/29,52HX91
MIRAEHY97KOSPI200- P,-,-,2022/11/28,2022/11/29,52HY97
MIRAEHY99KOSPI200- P,-,-,2022/11/28,2022/11/29,52HY99
MIRAEHZ01KOSPI200- P,-,-,2022/11/28,2022/11/29,52HZ01
MIRAEHZ02KOSPI200- P,-,-,2022/11/28,2022/11/29,52HZ02
AIIT ONE,"1,352",13,2022/11/25,2022/11/28,230980
BYON,"1,261",35,2022/11/25,2022/11/28,032980
HYUNDAI ROTEM,"37,500","3,700",2022/11/25,2022/11/28,064350
KISHM83KOSPI200- C,-,-,2022/11/25,2022/11/28,57HM83
KISHN02KOSPI200- P,-,-,2022/11/25,2022/11/28,57HN02
KISHN04KOSPI200- P,-,-,2022/11/25,2022/11/28,57HN04
KUMKANG KIND,"7,200","1,420",2022/11/25,2022/11/28,014280
MIRAEHQ44KOSPI200- P,-,-,2022/11/25,2022/11/28,52HQ44
MIRAEHQ45KOSPI200- P,-,-,2022/11/25,2022/11/28,52HQ45
MIRAEHQ48KOSPI200- C,-,-,2022/11/25,2022/11/28,52HQ48
MIRAEHQ49KOSPI200- C,-,-,2022/11/25,2022/11/28,52HQ49
MIRAEHQ52KOSPI200- C,-,-,2022/11/25,2022/11/28,52HQ52
MIRAEHQ53KOSPI200- C,-,-,2022/11/25,2022/11/28,52HQ53
NamsunAlum(1P),"26,350",550,2022/11/25,2022/11/28,008355
Wemade Play,"10,430",100,2022/11/25,2022/11/28,123420
AIIT ONE,"1,352",13,2022/11/24,2022/11/25,230980
HYUNDAI ROTEM,"37,500","3,700",2022/11/24,2022/11/25,064350
KISHG12KOSPI200- C,-,-,2022/11/24,2022/11/25,57HG12
KISHM83KOSPI200- C,-,-,2022/11/24,2022/11/25,57HM83
MIRAEHN06KAKAO- C,-,-,2022/11/24,2022/11/25,52HN06
MIRAEHQ44KOSPI200- P,-,-,2022/11/24,2022/11/25,52HQ44
PEMTRON,"14,820",660,2022/11/24,2022/11/25,168360
RMRI,"22,100",950,2022/11/24,2022/11/25,200350
Setopia,"3,440",115,2022/11/24,2022/11/25,222810
AIIT ONE,"1,352",13,2022/11/23,2022/11/24,230980
Jeju Beer Company,"1,561",13,2022/11/23,2022/11/24,276730
KISHM83KOSPI200- C,-,-,2022/11/23,2022/11/24,57HM83
Kumyang,"59,400",900,2022/11/23,2022/11/24,001570
MIRAEHQ44KOSPI200- P,-,-,2022/11/23,2022/11/24,52HQ44
MIRAEHS68KOSPI200- C,-,-,2022/11/23,2022/11/24,52HS68
NamsunAlum(1P),"26,350",550,2022/11/23,2022/11/24,008355
STUDIO SANTA CLAUS,616,12,2022/11/23,2022/11/24,204630
JOONGANGDNM,"4,630",170,2022/11/22,2022/11/23,051980
KB No.20 SPAC,-,-,2022/11/22,2022/11/23,342550
KISHM82KOSPI200- C,-,-,2022/11/22,2022/11/23,57HM82
MIRAEHS80KOSPI200- P,-,-,2022/11/22,2022/11/23,52HS80
MIRAEHS81KOSPI200- P,-,-,2022/11/22,2022/11/23,52HS81
MIRAEHS82KOSPI200- P,-,-,2022/11/22,2022/11/23,52HS82
Picogram,"10,680",20,2022/11/22,2022/11/23,376180
Picogram,"10,680",20,2022/11/22,2022/11/23,376180
AIIT ONE,"1,352",13,2022/11/21,2022/11/22,230980
ES CUBE,"4,595",65,2022/11/21,2022/11/22,050120
ES CUBE,"4,595",65,2022/11/21,2022/11/22,050120
HEERIM,"9,160",250,2022/11/21,2022/11/22,037440
JOONGANGDNM,"4,630",170,2022/11/21,2022/11/22,051980
JOONGANGDNM,"4,630",170,2022/11/21,2022/11/22,051980
KBHJ75KOSPI200- C,-,-,2022/11/21,2022/11/22,58HJ75
KISH816KOSPI200- C,-,-,2022/11/21,2022/11/22,57H816
KISH829KOSPI200- P,-,-,2022/11/21,2022/11/22,57H829
LONGTU KOREA,"1,908",7,2022/11/21,2022/11/22,060240
MIRAEHQ45KOSPI200- P,-,-,2022/11/21,2022/11/22,52HQ45
MIRAEHQ46KOSPI200- C,-,-,2022/11/21,2022/11/22,52HQ46
MIRAEHS80KOSPI200- P,-,-,2022/11/21,2022/11/22,52HS80
MIRAEHS81KOSPI200- P,-,-,2022/11/21,2022/11/22,52HS81
NARASOFT,52,5,2022/11/21,2022/11/22,288490
NamsunAlum(1P),"26,350",550,2022/11/21,2022/11/22,008355
Pharmsville,"9,840",40,2022/11/21,2022/11/22,318010
Wonbiogen,"2,435",15,2022/11/21,2022/11/22,307280
AIIT ONE,"1,352",13,2022/11/18,2022/11/21,230980
ES CUBE,"4,595",65,2022/11/18,2022/11/21,050120
GREEN CHEMICAL,"9,670",10,2022/11/18,2022/11/21,083420
JOONGANGDNM,"4,630",170,2022/11/18,2022/11/21,051980
KANGWON ENERGY,"28,000",0,2022/11/18,2022/11/21,114190
KISH816KOSPI200- C,-,-,2022/11/18,2022/11/21,57H816
KISHN28KOSPI200- P,-,-,2022/11/18,2022/11/21,57HN28
KUKBO,"8,300",830,2022/11/18,2022/11/21,001140
LONGTU KOREA,"1,908",7,2022/11/18,2022/11/21,060240
MIRAEH820DENBT- C,-,-,2022/11/18,2022/11/21,52H820
MIRAEHS80KOSPI200- P,-,-,2022/11/18,2022/11/21,52HS80
MIRAEHS81KOSPI200- P,-,-,2022/11/18,2022/11/21,52HS81
MIRAEHS82KOSPI200- P,-,-,2022/11/18,2022/11/21,52HS82
MOADATA,"3,125",70,2022/11/18,2022/11/21,288980
NARASOFT,52,5,2022/11/18,2022/11/21,288490
Pharmsville,"9,840",40,2022/11/18,2022/11/21,318010
SMI,"6,040",170,2022/11/18,2022/11/21,100660
Wonbiogen,"2,435",15,2022/11/18,2022/11/21,307280
kakaopay,"52,200","1,800",2022/11/18,2022/11/21,377300
BIONEER,"52,800",300,2022/11/17,2022/11/18,064550
BRIDGE BIOTHERAPEUTICS,"7,400",100,2022/11/17,2022/11/18,288330
Duckshin Housing,"2,265",150,2022/11/17,2022/11/18,090410
ES CUBE,"4,595",65,2022/11/17,2022/11/18,050120
Genesem,"13,750",250,2022/11/17,2022/11/18,217190
KC COTTRELL,"2,670",55,2022/11/17,2022/11/18,119650
