Name,Current Price,Change,Disclosure Date,Designation,Code
MIRAEHR24LGensol- C,-,-,12/29/2022,1/2/2023,52HR24
MIRAEHV72KOSPI200- C,-,-,12/29/2022,1/2/2023,52HV72
Opticore,"2,205",85,12/29/2022,1/2/2023,380540
SEWON E&C,254,0,12/29/2022,1/2/2023,91090
SHIN STEEL,"3,970",10,12/29/2022,1/2/2023,162300
SHT-6 SPAC,-,-,12/29/2022,1/2/2023,344050
CENOTEC,"2,120",30,12/28/2022,12/29/2022,222420
DGP,"6,970",340,12/28/2022,12/29/2022,60900
KBHJ89KOSPI200- C,-,-,12/28/2022,12/29/2022,58HJ89
KISHN38KOSPI200- P,-,-,12/28/2022,12/29/2022,57HN38
KISHV25SEC- P,-,-,12/28/2022,12/29/2022,57HV25
MDS Tech,"2,650",5,12/28/2022,12/29/2022,86960
MIRAEHR24LGensol- C,-,-,12/28/2022,12/29/2022,52HR24
MIRAEHV72KOSPI200- C,-,-,12/28/2022,12/29/2022,52HV72
MIRAEHV89KOSPI200- P,-,-,12/28/2022,12/29/2022,52HV89
MIRAEHZ03KOSPI200- P,-,-,12/28/2022,12/29/2022,52HZ03
SHT-6 SPAC,-,-,12/28/2022,12/29/2022,344050
CBI,"3,065",705,12/27/2022,12/28/2022,13720
CENOTEC,"2,120",30,12/27/2022,12/28/2022,222420
H&B Design,"3,545",40,12/27/2022,12/28/2022,227100
KBHJ89KOSPI200- C,-,-,12/27/2022,12/28/2022,58HJ89
KISHN25KOSPI200- P,-,-,12/27/2022,12/28/2022,57HN25
KISHN47KOSPI200- C,-,-,12/27/2022,12/28/2022,57HN47
MIRAEHV87KOSPI200- P,-,-,12/27/2022,12/28/2022,52HV87
MIRAEHV88KOSPI200- P,-,-,12/27/2022,12/28/2022,52HV88
MIRAEHV89KOSPI200- P,-,-,12/27/2022,12/28/2022,52HV89
SCM,"6,600",150,12/27/2022,12/28/2022,298060
SDBIO,349,0,12/27/2022,12/28/2022,217480
SKS ACPC NO.7 SPAC,"2,800",0,12/27/2022,12/28/2022,408920
KBHJ92KOSPI200- C,-,-,12/26/2022,12/27/2022,58HJ92
KISHN25KOSPI200- P,-,-,12/26/2022,12/27/2022,57HN25
Kumbi,"95,800",200,12/26/2022,12/27/2022,8870
MIRAEHV87KOSPI200- P,-,-,12/26/2022,12/27/2022,52HV87
Prestige Biologics,"5,130",90,12/26/2022,12/27/2022,334970
SKS ACPC NO.7 SPAC,"2,800",0,12/26/2022,12/27/2022,408920
SSR,"4,545",85,12/26/2022,12/27/2022,275630
KBHJ93KOSPI200- C,-,-,12/23/2022,12/26/2022,58HJ93
KISHK25KOSPI200- C,-,-,12/23/2022,12/26/2022,57HK25
KOYJ,"2,520",70,12/23/2022,12/26/2022,121850
MIRAEHV91KOSPI200- P,-,-,12/23/2022,12/26/2022,52HV91
SKS ACPC NO.7 SPAC,"2,800",0,12/23/2022,12/26/2022,408920
TL Engineering,"3,860",10,12/23/2022,12/26/2022,413300
Volvik,"2,135",0,12/23/2022,12/26/2022,206950
ANIPLUS,"3,860",20,12/22/2022,12/23/2022,310200
Dongbu(1P),"28,650",550,12/22/2022,12/23/2022,5965
KISHN12KOSPI200- C,-,-,12/22/2022,12/23/2022,57HN12
Mr. Blue,"2,420",10,12/22/2022,12/23/2022,207760
ORICOM,"16,110",260,12/22/2022,12/23/2022,10470
Silicon2,"6,720",20,12/22/2022,12/23/2022,257720
Hironic,"8,540",110,12/21/2022,12/22/2022,149980
Jeju BK,"13,180",560,12/21/2022,12/22/2022,6220
KBHJ94KOSPI200- C,-,-,12/21/2022,12/22/2022,58HJ94
KISHN10KOSPI200- C,-,-,12/21/2022,12/22/2022,57HN10
MIRAEHT19KOSPI200- C,-,-,12/21/2022,12/22/2022,52HT19
MIRAEHV86KOSPI200- P,-,-,12/21/2022,12/22/2022,52HV86
MIRAEHV87KOSPI200- P,-,-,12/21/2022,12/22/2022,52HV87
MIRAEHV88KOSPI200- P,-,-,12/21/2022,12/22/2022,52HV88
MIRAEHX10LGensol- P,-,-,12/21/2022,12/22/2022,52HX10
MIRAEHZ09KOSPI200- P,-,-,12/21/2022,12/22/2022,52HZ09
Mr. Blue,"2,420",10,12/21/2022,12/22/2022,207760
ORICOM,"16,110",260,12/21/2022,12/22/2022,10470
SELVAS AI,"20,050",260,12/21/2022,12/22/2022,108860
KBHJ94KOSPI200- C,-,-,12/20/2022,12/21/2022,58HJ94
KISHN67KOSPI200- P,-,-,12/20/2022,12/21/2022,57HN67
MIRAEHT15KOSPI200- C,-,-,12/20/2022,12/21/2022,52HT15
MIRAEHT18KOSPI200- C,-,-,12/20/2022,12/21/2022,52HT18
MIRAEHV86KOSPI200- P,-,-,12/20/2022,12/21/2022,52HV86
MIRAEHV87KOSPI200- P,-,-,12/20/2022,12/21/2022,52HV87
MIRAEHV88KOSPI200- P,-,-,12/20/2022,12/21/2022,52HV88
MIRAEHZ09KOSPI200- P,-,-,12/20/2022,12/21/2022,52HZ09
ManhoRope&Wire,"45,800",0,12/20/2022,12/21/2022,1080
CAELUM,"3,120",10,12/19/2022,12/20/2022,258610
CAMUS E&S,"1,740",29,12/19/2022,12/20/2022,13700
CRONEX,"2,295",85,12/19/2022,12/20/2022,215570
CRONEX,"2,295",85,12/19/2022,12/20/2022,215570
KBHK84KOSPI200- P,-,-,12/19/2022,12/20/2022,58HK84
KISHK72POSCOH- C,-,-,12/19/2022,12/20/2022,57HK72
KISHN11KOSPI200- C,-,-,12/19/2022,12/20/2022,57HN11
MIRAEHT18KOSPI200- C,-,-,12/19/2022,12/20/2022,52HT18
MIRAEHV86KOSPI200- P,-,-,12/19/2022,12/20/2022,52HV86
MIRAEHV87KOSPI200- P,-,-,12/19/2022,12/20/2022,52HV87
MIRAEHV88KOSPI200- P,-,-,12/19/2022,12/20/2022,52HV88
MIRAEHV89KOSPI200- P,-,-,12/19/2022,12/20/2022,52HV89
MIRAEHV90KOSPI200- P,-,-,12/19/2022,12/20/2022,52HV90
MIRAEHV91KOSPI200- P,-,-,12/19/2022,12/20/2022,52HV91
MIRAEHZ09KOSPI200- P,-,-,12/19/2022,12/20/2022,52HZ09
ORICOM,"16,110",260,12/19/2022,12/20/2022,10470
Dongbu(1P),"28,650",550,12/16/2022,12/19/2022,5965
KBHK84KOSPI200- P,-,-,12/16/2022,12/19/2022,58HK84
KIM ANKOR OIL,671,19,12/16/2022,12/19/2022,152550
KIM ANKOR OIL,671,19,12/16/2022,12/19/2022,152550
KIM ANKOR OIL,671,19,12/16/2022,12/19/2022,152550
KISHX33KOSPI200- P,-,-,12/16/2022,12/19/2022,57HX33
MIRAEHT20KOSPI200- C,-,-,12/16/2022,12/19/2022,52HT20
MIRAEHV88KOSPI200- P,-,-,12/16/2022,12/19/2022,52HV88
MIRAEHV89KOSPI200- P,-,-,12/16/2022,12/19/2022,52HV89
MIRAEHV90KOSPI200- P,-,-,12/16/2022,12/19/2022,52HV90
MIRAEHV91KOSPI200- P,-,-,12/16/2022,12/19/2022,52HV91
OSTEONIC,"5,980",430,12/16/2022,12/19/2022,226400
Robo3,570,11,12/16/2022,12/19/2022,238500
SINSIN PHARM,"4,885",20,12/16/2022,12/19/2022,2800
STUDIO SANTA CLAUS,604,15,12/16/2022,12/19/2022,204630
WINIA,"2,180",80,12/16/2022,12/19/2022,71460
ChoA Pharm.,"2,145",30,12/15/2022,12/16/2022,34940
KBHK84KOSPI200- P,-,-,12/15/2022,12/16/2022,58HK84
KolonGlobal(1P),"21,400",400,12/15/2022,12/16/2022,3075
Leaders Technology Investment,921,12,12/15/2022,12/16/2022,19570
MIRAEHR24LGensol- C,-,-,12/15/2022,12/16/2022,52HR24
MIRAEHT20KOSPI200- C,-,-,12/15/2022,12/16/2022,52HT20
MIRAEHZ31KOSPI200- P,-,-,12/15/2022,12/16/2022,52HZ31
OE Solutions,"16,510",160,12/15/2022,12/16/2022,138080
ORICOM,"16,110",260,12/15/2022,12/16/2022,10470
OSTEONIC,"5,980",430,12/15/2022,12/16/2022,226400
STX Heavy Industries,"6,610",100,12/15/2022,12/16/2022,71970
SeouLin,"11,940",80,12/15/2022,12/16/2022,38070
UNION KOREA PHARM,"5,670",20,12/15/2022,12/16/2022,80720
DYD,"1,490",44,12/14/2022,12/15/2022,219550
DYD,"1,490",44,12/14/2022,12/15/2022,219550
Dynamic Design,"7,280",0,12/14/2022,12/15/2022,145210
Finger Story,"5,340",100,12/14/2022,12/15/2022,417180
HYUNGJI I&C,"1,172",5,12/14/2022,12/15/2022,11080
KBHJ91KOSPI200- C,-,-,12/14/2022,12/15/2022,58HJ91
KISHN21KOSPI200- C,-,-,12/14/2022,12/15/2022,57HN21
MIRAEHR24LGensol- C,-,-,12/14/2022,12/15/2022,52HR24
MIRAEHT20KOSPI200- C,-,-,12/14/2022,12/15/2022,52HT20
MIRAEHZ09KOSPI200- P,-,-,12/14/2022,12/15/2022,52HZ09
ORICOM,"16,110",260,12/14/2022,12/15/2022,10470
OUTIN,"3,185",735,12/14/2022,12/15/2022,227610
YUNGJIN PHARM,"2,605",15,12/14/2022,12/15/2022,3520
HYUNGJI I&C,"1,172",5,12/13/2022,12/14/2022,11080
IBKS No.16 SPAC,"3,940",15,12/13/2022,12/14/2022,388790
JOONGANGDNM,"4,460",120,12/13/2022,12/14/2022,51980
KBHJ89KOSPI200- C,-,-,12/13/2022,12/14/2022,58HJ89
KBHJ91KOSPI200- C,-,-,12/13/2022,12/14/2022,58HJ91
KYUNGDONG INVEST,"95,300","1,100",12/13/2022,12/14/2022,12320
MIRAEHT19KOSPI200- C,-,-,12/13/2022,12/14/2022,52HT19
MIRAEHT20KOSPI200- C,-,-,12/13/2022,12/14/2022,52HT20
MIRAEHV71KOSPI200- C,-,-,12/13/2022,12/14/2022,52HV71
ORICOM,"16,110",260,12/13/2022,12/14/2022,10470
ORICOM,"16,110",260,12/13/2022,12/14/2022,10470
SHT-6 SPAC,-,-,12/13/2022,12/14/2022,344050
SHT-6 SPAC,-,-,12/13/2022,12/14/2022,344050
SKS ACPC NO.7 SPAC,"2,800",0,12/13/2022,12/14/2022,408920
CBI,"3,065",705,12/12/2022,12/13/2022,13720
Finger Story,"5,340",100,12/12/2022,12/13/2022,417180
In the F,"1,301",143,12/12/2022,12/13/2022,14990
JOONGANGDNM,"4,460",120,12/12/2022,12/13/2022,51980
KB No.20 SPAC,-,-,12/12/2022,12/13/2022,342550
KISHG13KOSPI200- C,-,-,12/12/2022,12/13/2022,57HG13
MIRAEHV71KOSPI200- C,-,-,12/12/2022,12/13/2022,52HV71
ORICOM,"16,110",260,12/12/2022,12/13/2022,10470
ORICOM,"16,110",260,12/12/2022,12/13/2022,10470
WPMulsan,"1,250",81,12/12/2022,12/13/2022,8290
CBI,"3,065",705,12/9/2022,12/12/2022,13720
JOONGANGDNM,"4,460",120,12/9/2022,12/12/2022,51980
KBHK10KOSPI200- P,-,-,12/9/2022,12/12/2022,58HK10
KBHK11KOSPI200- P,-,-,12/9/2022,12/12/2022,58HK11
KH Construction,319,0,12/9/2022,12/12/2022,226360
KISHG12KOSPI200- C,-,-,12/9/2022,12/12/2022,57HG12
KISHG13KOSPI200- C,-,-,12/9/2022,12/12/2022,57HG13
MIRAEHV71KOSPI200- C,-,-,12/9/2022,12/12/2022,52HV71
MIRAEHV73KOSPI200- C,-,-,12/9/2022,12/12/2022,52HV73
RMRI,"23,050",950,12/9/2022,12/12/2022,200350
SHT-6 SPAC,-,-,12/9/2022,12/12/2022,344050
09WOMEN,"9,030",160,12/8/2022,12/9/2022,366030
IBKS No.16 SPAC,"3,940",15,12/8/2022,12/9/2022,388790
KBHK13KOSPI200- P,-,-,12/8/2022,12/9/2022,58HK13
KISHG12KOSPI200- C,-,-,12/8/2022,12/9/2022,57HG12
KISHG13KOSPI200- C,-,-,12/8/2022,12/9/2022,57HG13
KISHN27KOSPI200- P,-,-,12/8/2022,12/9/2022,57HN27
MIRAEHT19KOSPI200- C,-,-,12/8/2022,12/9/2022,52HT19
MIRAEHT20KOSPI200- C,-,-,12/8/2022,12/9/2022,52HT20
MIRAEHV87KOSPI200- P,-,-,12/8/2022,12/9/2022,52HV87
MIRAEHZ08KOSPI200- P,-,-,12/8/2022,12/9/2022,52HZ08
MIRAEHZ09KOSPI200- P,-,-,12/8/2022,12/9/2022,52HZ09
NP,"4,985",20,12/8/2022,12/9/2022,291230
SHT-6 SPAC,-,-,12/8/2022,12/9/2022,344050
iWIN PLUS,"2,360",5,12/8/2022,12/9/2022,123010
HANKOOK Technology,334,0,12/7/2022,12/8/2022,53590
IBKS No.16 SPAC,"3,940",15,12/7/2022,12/8/2022,388790
JETEMA,"19,220",430,12/7/2022,12/8/2022,216080
KBHF49KOSPI200- P,-,-,12/7/2022,12/8/2022,58HF49
KBHJ99KOSPI200- C,-,-,12/7/2022,12/8/2022,58HJ99
KBHK13KOSPI200- P,-,-,12/7/2022,12/8/2022,58HK13
KISHM74KOSPI200- C,-,-,12/7/2022,12/8/2022,57HM74
KISHM98KOSPI200- P,-,-,12/7/2022,12/8/2022,57HM98
KISHN27KOSPI200- P,-,-,12/7/2022,12/8/2022,57HN27
KISHN33KOSPI200- P,-,-,12/7/2022,12/8/2022,57HN33
MIRAEHS84KOSPI200- P,-,-,12/7/2022,12/8/2022,52HS84
MIRAEHS85KOSPI200- P,-,-,12/7/2022,12/8/2022,52HS85
MIRAEHV87KOSPI200- P,-,-,12/7/2022,12/8/2022,52HV87
MIRAEHV88KOSPI200- P,-,-,12/7/2022,12/8/2022,52HV88
NEXTCHIP,"15,780",10,12/7/2022,12/8/2022,396270
PCL,"7,660",250,12/7/2022,12/8/2022,241820
Picogram,"10,700",110,12/7/2022,12/8/2022,376180
iWIN PLUS,"2,360",5,12/7/2022,12/8/2022,123010
JETEMA,"19,220",430,12/6/2022,12/7/2022,216080
KISHM72KOSPI200- C,-,-,12/6/2022,12/7/2022,57HM72
KISHN26KOSPI200- P,-,-,12/6/2022,12/7/2022,57HN26
KISHN31KOSPI200- P,-,-,12/6/2022,12/7/2022,57HN31
KISHN33KOSPI200- P,-,-,12/6/2022,12/7/2022,57HN33
MIRAEHS84KOSPI200- P,-,-,12/6/2022,12/7/2022,52HS84
MIRAEHS85KOSPI200- P,-,-,12/6/2022,12/7/2022,52HS85
MIRAEHS86KOSPI200- P,-,-,12/6/2022,12/7/2022,52HS86
MIRAEHV86KOSPI200- P,-,-,12/6/2022,12/7/2022,52HV86
MIRAEHV87KOSPI200- P,-,-,12/6/2022,12/7/2022,52HV87
MIRAEHV88KOSPI200- P,-,-,12/6/2022,12/7/2022,52HV88
OUTIN,"3,185",735,12/6/2022,12/7/2022,227610
JETEMA,"19,220",430,12/5/2022,12/6/2022,216080
JSCO Holdings,"2,700",120,12/5/2022,12/6/2022,23440
KISHN26KOSPI200- P,-,-,12/5/2022,12/6/2022,57HN26
KISHN27KOSPI200- P,-,-,12/5/2022,12/6/2022,57HN27
KISHN31KOSPI200- P,-,-,12/5/2022,12/6/2022,57HN31
MIRAEHQ46KOSPI200- C,-,-,12/5/2022,12/6/2022,52HQ46
MIRAEHQ48KOSPI200- C,-,-,12/5/2022,12/6/2022,52HQ48
MIRAEHS82KOSPI200- P,-,-,12/5/2022,12/6/2022,52HS82
MIRAEHS84KOSPI200- P,-,-,12/5/2022,12/6/2022,52HS84
MIRAEHS85KOSPI200- P,-,-,12/5/2022,12/6/2022,52HS85
MIRAEHS86KOSPI200- P,-,-,12/5/2022,12/6/2022,52HS86
MIRAEHS87KOSPI200- P,-,-,12/5/2022,12/6/2022,52HS87
MIRAEHV88KOSPI200- P,-,-,12/5/2022,12/6/2022,52HV88
MIRAEHV89KOSPI200- P,-,-,12/5/2022,12/6/2022,52HV89
MIRAEHV94KOSPI200- P,-,-,12/5/2022,12/6/2022,52HV94
SCM,"6,600",150,12/5/2022,12/6/2022,298060
STX,"9,290",210,12/5/2022,12/6/2022,11810
APEX INTEC,"7,000",0,12/2/2022,12/5/2022,207490
ContentreeJoongAng,"19,100",280,12/2/2022,12/5/2022,36420
IHQ,239,0,12/2/2022,12/5/2022,3560
JSCO Holdings,"2,700",120,12/2/2022,12/5/2022,23440
JangWon,530,0,12/2/2022,12/5/2022,174880
KBHJ91KOSPI200- C,-,-,12/2/2022,12/5/2022,58HJ91
KH Construction,319,0,12/2/2022,12/5/2022,226360
KISHN27KOSPI200- P,-,-,12/2/2022,12/5/2022,57HN27
KISHN30KOSPI200- P,-,-,12/2/2022,12/5/2022,57HN30
MIRAEHQ46KOSPI200- C,-,-,12/2/2022,12/5/2022,52HQ46
MIRAEHQ50KOSPI200- C,-,-,12/2/2022,12/5/2022,52HQ50
MIRAEHQ53KOSPI200- C,-,-,12/2/2022,12/5/2022,52HQ53
MIRAEHS82KOSPI200- P,-,-,12/2/2022,12/5/2022,52HS82
MIRAEHS86KOSPI200- P,-,-,12/2/2022,12/5/2022,52HS86
MIRAEHT16KOSPI200- C,-,-,12/2/2022,12/5/2022,52HT16
MIRAEHZ03KOSPI200- P,-,-,12/2/2022,12/5/2022,52HZ03
NEW,"7,830",80,12/2/2022,12/5/2022,160550
SR biotek,"4,955",10,12/2/2022,12/5/2022,270210
SR biotek,"4,955",10,12/2/2022,12/5/2022,270210
SUNIC SYSTEM,"33,750",500,12/2/2022,12/5/2022,171090
TaeyangMtl,"1,893",3,12/2/2022,12/5/2022,4100
ezCaretech,"21,800",0,12/2/2022,12/5/2022,99750
ABN,"7,730",10,12/1/2022,12/2/2022,203400
Dongbu(1P),"28,650",550,12/1/2022,12/2/2022,5965
ILYA,959,61,12/1/2022,12/2/2022,58450
ILYA,959,61,12/1/2022,12/2/2022,58450
Jeju BK,"13,180",560,12/1/2022,12/2/2022,6220
KBHJ91KOSPI200- C,-,-,12/1/2022,12/2/2022,58HJ91
KISHM84KOSPI200- C,-,-,12/1/2022,12/2/2022,57HM84
KISHN02KOSPI200- P,-,-,12/1/2022,12/2/2022,57HN02
KISHN13KOSPI200- C,-,-,12/1/2022,12/2/2022,57HN13
MIRAEHQ50KOSPI200- C,-,-,12/1/2022,12/2/2022,52HQ50
MIRAEHQ51KOSPI200- C,-,-,12/1/2022,12/2/2022,52HQ51
MIRAEHQ54KOSPI200- C,-,-,12/1/2022,12/2/2022,52HQ54
MIRAEHQ55KOSPI200- C,-,-,12/1/2022,12/2/2022,52HQ55
MIRAEHT19KOSPI200- C,-,-,12/1/2022,12/2/2022,52HT19
MIRAEHT20KOSPI200- C,-,-,12/1/2022,12/2/2022,52HT20
MIRAEHV72KOSPI200- C,-,-,12/1/2022,12/2/2022,52HV72
MIRAEHZ02KOSPI200- P,-,-,12/1/2022,12/2/2022,52HZ02
MIRAEHZ03KOSPI200- P,-,-,12/1/2022,12/2/2022,52HZ03
POSCO M-TECH,"26,600",400,12/1/2022,12/2/2022,9520
SKS ACPC NO.7 SPAC,"2,800",0,12/1/2022,12/2/2022,408920
CENTRAL MOTEK,"15,740",50,11/30/2022,12/1/2022,308170
DAE BO MAGNETIC,"59,900",100,11/30/2022,12/1/2022,290670
G Enone Energy,"12,800",270,11/30/2022,12/1/2022,270520
KBHJ91KOSPI200- C,-,-,11/30/2022,12/1/2022,58HJ91
KISH829KOSPI200- P,-,-,11/30/2022,12/1/2022,57H829
KISHM84KOSPI200- C,-,-,11/30/2022,12/1/2022,57HM84
KISHM85KOSPI200- C,-,-,11/30/2022,12/1/2022,57HM85
KISHN13KOSPI200- C,-,-,11/30/2022,12/1/2022,57HN13
KOSSEN,"5,330",10,11/30/2022,12/1/2022,9730
KolonGlobal(1P),"21,400",400,11/30/2022,12/1/2022,3075
KolonGlobal(1P),"21,400",400,11/30/2022,12/1/2022,3075
MIRAEHQ48KOSPI200- C,-,-,11/30/2022,12/1/2022,52HQ48
MIRAEHQ49KOSPI200- C,-,-,11/30/2022,12/1/2022,52HQ49
MIRAEHQ50KOSPI200- C,-,-,11/30/2022,12/1/2022,52HQ50
MIRAEHQ53KOSPI200- C,-,-,11/30/2022,12/1/2022,52HQ53
MIRAEHQ54KOSPI200- C,-,-,11/30/2022,12/1/2022,52HQ54
MIRAEHQ55KOSPI200- C,-,-,11/30/2022,12/1/2022,52HQ55
MIRAEHV72KOSPI200- C,-,-,11/30/2022,12/1/2022,52HV72
NHH311SKH- P,-,-,11/30/2022,12/1/2022,55H311
SKS ACPC NO.7 SPAC,"2,800",0,11/30/2022,12/1/2022,408920
STCUBE,"16,340",540,11/30/2022,12/1/2022,52020
ShinpoongPharm(1P),"28,400",950,11/30/2022,12/1/2022,19175
TAEKYUNG BK,"7,350",50,11/30/2022,12/1/2022,14580
KBHK01KOSPI200- C,-,-,11/29/2022,11/30/2022,58HK01
KISHM84KOSPI200- C,-,-,11/29/2022,11/30/2022,57HM84
KISHM85KOSPI200- C,-,-,11/29/2022,11/30/2022,57HM85
MIRAEHS84KOSPI200- P,-,-,11/29/2022,11/30/2022,52HS84
MIRAEHS85KOSPI200- P,-,-,11/29/2022,11/30/2022,52HS85
MIRAEHZ01KOSPI200- P,-,-,11/29/2022,11/30/2022,52HZ01
NHH311SKH- P,-,-,11/29/2022,11/30/2022,55H311
SR biotek,"4,955",10,11/29/2022,11/30/2022,270210
CNT Dream,"3,050",0,11/28/2022,11/29/2022,286000
DSOL,586,22,11/28/2022,11/29/2022,96350
Dynamic Design,"7,280",0,11/28/2022,11/29/2022,145210
KISHM84KOSPI200- C,-,-,11/28/2022,11/29/2022,57HM84
KolonGlobal(1P),"21,400",400,11/28/2022,11/29/2022,3075
MIRAEHQ42KOSPI200- P,-,-,11/28/2022,11/29/2022,52HQ42
MIRAEHQ46KOSPI200- C,-,-,11/28/2022,11/29/2022,52HQ46
MIRAEHQ49KOSPI200- C,-,-,11/28/2022,11/29/2022,52HQ49
MIRAEHS82KOSPI200- P,-,-,11/28/2022,11/29/2022,52HS82
MIRAEHS83KOSPI200- P,-,-,11/28/2022,11/29/2022,52HS83
MIRAEHS85KOSPI200- P,-,-,11/28/2022,11/29/2022,52HS85
MIRAEHX91KAKAO- C,-,-,11/28/2022,11/29/2022,52HX91
MIRAEHY97KOSPI200- P,-,-,11/28/2022,11/29/2022,52HY97
MIRAEHY99KOSPI200- P,-,-,11/28/2022,11/29/2022,52HY99
MIRAEHZ01KOSPI200- P,-,-,11/28/2022,11/29/2022,52HZ01
MIRAEHZ02KOSPI200- P,-,-,11/28/2022,11/29/2022,52HZ02
AIIT ONE,"1,339",16,11/25/2022,11/28/2022,230980
BYON,"1,296",18,11/25/2022,11/28/2022,32980
HYUNDAI ROTEM,"33,800","1,200",11/25/2022,11/28/2022,64350
KISHM83KOSPI200- C,-,-,11/25/2022,11/28/2022,57HM83
KISHN02KOSPI200- P,-,-,11/25/2022,11/28/2022,57HN02
KISHN04KOSPI200- P,-,-,11/25/2022,11/28/2022,57HN04
KUMKANG KIND,"5,780",300,11/25/2022,11/28/2022,14280
MIRAEHQ44KOSPI200- P,-,-,11/25/2022,11/28/2022,52HQ44
MIRAEHQ45KOSPI200- P,-,-,11/25/2022,11/28/2022,52HQ45
MIRAEHQ48KOSPI200- C,-,-,11/25/2022,11/28/2022,52HQ48
MIRAEHQ49KOSPI200- C,-,-,11/25/2022,11/28/2022,52HQ49
MIRAEHQ52KOSPI200- C,-,-,11/25/2022,11/28/2022,52HQ52
MIRAEHQ53KOSPI200- C,-,-,11/25/2022,11/28/2022,52HQ53
NamsunAlum(1P),"25,800",450,11/25/2022,11/28/2022,8355
Wemade Play,"10,530",190,11/25/2022,11/28/2022,123420
AIIT ONE,"1,339",16,11/24/2022,11/25/2022,230980
HYUNDAI ROTEM,"33,800","1,200",11/24/2022,11/25/2022,64350
KISHG12KOSPI200- C,-,-,11/24/2022,11/25/2022,57HG12
KISHM83KOSPI200- C,-,-,11/24/2022,11/25/2022,57HM83
MIRAEHN06KAKAO- C,-,-,11/24/2022,11/25/2022,52HN06
MIRAEHQ44KOSPI200- P,-,-,11/24/2022,11/25/2022,52HQ44
PEMTRON,"14,160",140,11/24/2022,11/25/2022,168360
RMRI,"23,050",950,11/24/2022,11/25/2022,200350
Setopia,"3,555",10,11/24/2022,11/25/2022,222810
AIIT ONE,"1,339",16,11/23/2022,11/24/2022,230980
Jeju Beer Company,"1,574",29,11/23/2022,11/24/2022,276730
KISHM83KOSPI200- C,-,-,11/23/2022,11/24/2022,57HM83
Kumyang,"60,300",100,11/23/2022,11/24/2022,1570
MIRAEHQ44KOSPI200- P,-,-,11/23/2022,11/24/2022,52HQ44
MIRAEHS68KOSPI200- C,-,-,11/23/2022,11/24/2022,52HS68
NamsunAlum(1P),"25,800",450,11/23/2022,11/24/2022,8355
STUDIO SANTA CLAUS,604,15,11/23/2022,11/24/2022,204630
JOONGANGDNM,"4,460",120,11/22/2022,11/23/2022,51980
KB No.20 SPAC,-,-,11/22/2022,11/23/2022,342550
KISHM82KOSPI200- C,-,-,11/22/2022,11/23/2022,57HM82
MIRAEHS80KOSPI200- P,-,-,11/22/2022,11/23/2022,52HS80
MIRAEHS81KOSPI200- P,-,-,11/22/2022,11/23/2022,52HS81
MIRAEHS82KOSPI200- P,-,-,11/22/2022,11/23/2022,52HS82
Picogram,"10,700",110,11/22/2022,11/23/2022,376180
Picogram,"10,700",110,11/22/2022,11/23/2022,376180
AIIT ONE,"1,339",16,11/21/2022,11/22/2022,230980
ES CUBE,"4,660",20,11/21/2022,11/22/2022,50120
ES CUBE,"4,660",20,11/21/2022,11/22/2022,50120
HEERIM,"8,910",80,11/21/2022,11/22/2022,37440
JOONGANGDNM,"4,460",120,11/21/2022,11/22/2022,51980
JOONGANGDNM,"4,460",120,11/21/2022,11/22/2022,51980
KBHJ75KOSPI200- C,-,-,11/21/2022,11/22/2022,58HJ75
KISH816KOSPI200- C,-,-,11/21/2022,11/22/2022,57H816
KISH829KOSPI200- P,-,-,11/21/2022,11/22/2022,57H829
LONGTU KOREA,"1,915",3,11/21/2022,11/22/2022,60240
MIRAEHQ45KOSPI200- P,-,-,11/21/2022,11/22/2022,52HQ45
MIRAEHQ46KOSPI200- C,-,-,11/21/2022,11/22/2022,52HQ46
MIRAEHS80KOSPI200- P,-,-,11/21/2022,11/22/2022,52HS80
MIRAEHS81KOSPI200- P,-,-,11/21/2022,11/22/2022,52HS81
NARASOFT,57,1,11/21/2022,11/22/2022,288490
NamsunAlum(1P),"25,800",450,11/21/2022,11/22/2022,8355
Pharmsville,"9,800",100,11/21/2022,11/22/2022,318010
Wonbiogen,"2,420",20,11/21/2022,11/22/2022,307280
AIIT ONE,"1,339",16,11/18/2022,11/21/2022,230980
ES CUBE,"4,660",20,11/18/2022,11/21/2022,50120
GREEN CHEMICAL,"9,680",30,11/18/2022,11/21/2022,83420
JOONGANGDNM,"4,460",120,11/18/2022,11/21/2022,51980
KANGWON ENERGY,"28,000",550,11/18/2022,11/21/2022,114190
KISH816KOSPI200- C,-,-,11/18/2022,11/21/2022,57H816
KISHN28KOSPI200- P,-,-,11/18/2022,11/21/2022,57HN28
KUKBO,"7,470",600,11/18/2022,11/21/2022,1140
LONGTU KOREA,"1,915",3,11/18/2022,11/21/2022,60240
MIRAEH820DENBT- C,-,-,11/18/2022,11/21/2022,52H820
MIRAEHS80KOSPI200- P,-,-,11/18/2022,11/21/2022,52HS80
MIRAEHS81KOSPI200- P,-,-,11/18/2022,11/21/2022,52HS81
MIRAEHS82KOSPI200- P,-,-,11/18/2022,11/21/2022,52HS82
MOADATA,"3,195",50,11/18/2022,11/21/2022,288980
NARASOFT,57,1,11/18/2022,11/21/2022,288490
Pharmsville,"9,800",100,11/18/2022,11/21/2022,318010
SMI,"5,870",200,11/18/2022,11/21/2022,100660
Wonbiogen,"2,420",20,11/18/2022,11/21/2022,307280
