Name,Current Price,Change,Disclosure Date,Designation,Code
MIRAEJ212KIA- C,-,-,4/28/2023,5/2/2023,52J212
MIRAEJ293KOSPI200- C,-,-,4/28/2023,5/2/2023,52J293
Yuanta SPAC 8,"3,090",10,4/28/2023,5/2/2023,367480
DAESUNG HOLDINGS,"16,000",60,4/27/2023,4/28/2023,16710
DGP,"6,970",340,4/27/2023,4/28/2023,60900
JSCO Holdings,"2,700",120,4/27/2023,4/28/2023,23440
KBHN66KOSPI200- C,-,-,4/27/2023,4/28/2023,58HN66
KBJ091KOSPI200- P,-,-,4/27/2023,4/28/2023,58J091
KBJP78KOSPI200- C,-,-,4/27/2023,4/28/2023,58JP78
KBJP87KOSPI200- P,-,-,4/27/2023,4/28/2023,58JP87
KBJP88KOSPI200- P,-,-,4/27/2023,4/28/2023,58JP88
KBJP89KOSPI200- P,-,-,4/27/2023,4/28/2023,58JP89
KISHS83KOSPI200- P,-,-,4/27/2023,4/28/2023,57HS83
KISJ044POSCOH- C,-,-,4/27/2023,4/28/2023,57J044
KISJ088KIA- C,-,-,4/27/2023,4/28/2023,57J088
MIRAEJ016POSCOH- C,-,-,4/27/2023,4/28/2023,52J016
MIRAEJ029HD MOTOR- C,-,-,4/27/2023,4/28/2023,52J029
MIRAEJ191POSCOH- C,-,-,4/27/2023,4/28/2023,52J191
MIRAEJ212KIA- C,-,-,4/27/2023,4/28/2023,52J212
MIRAEJ308KOSPI200- P,-,-,4/27/2023,4/28/2023,52J308
MIRAEJ309KOSPI200- P,-,-,4/27/2023,4/28/2023,52J309
MIRAEJ311KOSPI200- P,-,-,4/27/2023,4/28/2023,52J311
MIRAEJ312KOSPI200- P,-,-,4/27/2023,4/28/2023,52J312
MIRAEJ339KOSPI200- P,-,-,4/27/2023,4/28/2023,52J339
ORGANIC TEA COSMETICS,186,5,4/27/2023,4/28/2023,900300
RAPHAS,"20,300",400,4/27/2023,4/28/2023,214260
SSII,"2,015",0,4/27/2023,4/28/2023,101000
STX,"9,290",210,4/27/2023,4/28/2023,11810
SUN KWANG,"22,500",200,4/27/2023,4/28/2023,3100
Samchully,"112,700",0,4/27/2023,4/28/2023,4690
SeoulCtyGas,"72,800","1,000",4/27/2023,4/28/2023,17390
AnyGen,"14,940",50,4/26/2023,4/27/2023,196300
DAOU DATA,"13,900",20,4/26/2023,4/27/2023,32190
DB,"2,305",20,4/26/2023,4/27/2023,12030
DSEN,364,1,4/26/2023,4/27/2023,65150
EG,"20,250",300,4/26/2023,4/27/2023,37370
Gold Pacific,428,41,4/26/2023,4/27/2023,38530
HanilFeed,"6,680",50,4/26/2023,4/27/2023,5860
KBHN66KOSPI200- C,-,-,4/26/2023,4/27/2023,58HN66
KBHN67KOSPI200- C,-,-,4/26/2023,4/27/2023,58HN67
KBHN70KOSPI200- C,-,-,4/26/2023,4/27/2023,58HN70
KBJP78KOSPI200- C,-,-,4/26/2023,4/27/2023,58JP78
KBJP89KOSPI200- P,-,-,4/26/2023,4/27/2023,58JP89
KISJ044POSCOH- C,-,-,4/26/2023,4/27/2023,57J044
KISJ088KIA- C,-,-,4/26/2023,4/27/2023,57J088
KISJ505KOSPI200- P,-,-,4/26/2023,4/27/2023,57J505
MICRO2NANO,"20,950",450,4/26/2023,4/27/2023,424980
MIRAEJ016POSCOH- C,-,-,4/26/2023,4/27/2023,52J016
MIRAEJ191POSCOH- C,-,-,4/26/2023,4/27/2023,52J191
MIRAEJ212KIA- C,-,-,4/26/2023,4/27/2023,52J212
MIRAEJ308KOSPI200- P,-,-,4/26/2023,4/27/2023,52J308
MIRAEJ309KOSPI200- P,-,-,4/26/2023,4/27/2023,52J309
MIRAEJ310KOSPI200- P,-,-,4/26/2023,4/27/2023,52J310
MIRAEJ311KOSPI200- P,-,-,4/26/2023,4/27/2023,52J311
MIRAEJ312KOSPI200- P,-,-,4/26/2023,4/27/2023,52J312
MIRAEJ339KOSPI200- P,-,-,4/26/2023,4/27/2023,52J339
SEBANG,"13,260",70,4/26/2023,4/27/2023,4360
Samchully,"112,700",0,4/26/2023,4/27/2023,4690
SamwhaElec,"8,720",70,4/26/2023,4/27/2023,11230
SamwhaElec,"8,720",70,4/26/2023,4/27/2023,11230
CJ Bioscience,"25,500",200,4/25/2023,4/26/2023,311690
COWEAVER,"7,100",110,4/25/2023,4/26/2023,56360
DAESUNG HOLDINGS,"16,000",60,4/25/2023,4/26/2023,16710
DAOU DATA,"13,900",20,4/25/2023,4/26/2023,32190
GLOBON,"1,790",10,4/25/2023,4/26/2023,19660
KBHN70KOSPI200- C,-,-,4/25/2023,4/26/2023,58HN70
KBJP76KOSPI200- C,-,-,4/25/2023,4/26/2023,58JP76
KBJP89KOSPI200- P,-,-,4/25/2023,4/26/2023,58JP89
KISHP81KOSPI200- P,-,-,4/25/2023,4/26/2023,57HP81
KISJ044POSCOH- C,-,-,4/25/2023,4/26/2023,57J044
MIRAEHR87POSCOH- C,-,-,4/25/2023,4/26/2023,52HR87
MIRAEHX62CELLTRIO- C,-,-,4/25/2023,4/26/2023,52HX62
MIRAEJ016POSCOH- C,-,-,4/25/2023,4/26/2023,52J016
MIRAEJ075LG CHEM- C,-,-,4/25/2023,4/26/2023,52J075
MIRAEJ191POSCOH- C,-,-,4/25/2023,4/26/2023,52J191
MIRAEJ227MOBIS- C,-,-,4/25/2023,4/26/2023,52J227
MIRAEJ296KOSPI200- C,-,-,4/25/2023,4/26/2023,52J296
MIRAEJ308KOSPI200- P,-,-,4/25/2023,4/26/2023,52J308
MIRAEJ309KOSPI200- P,-,-,4/25/2023,4/26/2023,52J309
MIRAEJ310KOSPI200- P,-,-,4/25/2023,4/26/2023,52J310
MIRAEJ311KOSPI200- P,-,-,4/25/2023,4/26/2023,52J311
MIRAEJ312KOSPI200- P,-,-,4/25/2023,4/26/2023,52J312
REFINE,"8,170",60,4/25/2023,4/26/2023,377450
TCC STEEL,"40,900","1,450",4/25/2023,4/26/2023,2710
Daol SEC,"3,475",65,4/24/2023,4/25/2023,30210
Dynamic Design,"7,280",0,4/24/2023,4/25/2023,145210
HANNONG,"21,450",150,4/24/2023,4/25/2023,11500
KISJ044POSCOH- C,-,-,4/24/2023,4/25/2023,57J044
KISJ120SEC- C,-,-,4/24/2023,4/25/2023,57J120
MIRAEHR87POSCOH- C,-,-,4/24/2023,4/25/2023,52HR87
MIRAEHW94SEC- C,-,-,4/24/2023,4/25/2023,52HW94
MIRAEJ016POSCOH- C,-,-,4/24/2023,4/25/2023,52J016
MIRAEJ191POSCOH- C,-,-,4/24/2023,4/25/2023,52J191
MIRAEJ296KOSPI200- C,-,-,4/24/2023,4/25/2023,52J296
MIRAEJ297KOSPI200- C,-,-,4/24/2023,4/25/2023,52J297
MIRAEJ308KOSPI200- P,-,-,4/24/2023,4/25/2023,52J308
MIRAEJ311KOSPI200- P,-,-,4/24/2023,4/25/2023,52J311
MIRAEJ312KOSPI200- P,-,-,4/24/2023,4/25/2023,52J312
NOUSBO,"2,755",40,4/24/2023,4/25/2023,332290
SECUCEN,"5,430",190,4/24/2023,4/25/2023,232830
SUN KWANG,"22,500",200,4/24/2023,4/25/2023,3100
SeoulCtyGas,"72,800","1,000",4/24/2023,4/25/2023,17390
WINTEC,"3,645",25,4/24/2023,4/25/2023,320000
AHA,"7,060",40,4/21/2023,4/24/2023,102950
AK CHEMICAL,"23,500","1,550",4/21/2023,4/24/2023,161000
Benoholdings,"3,735",5,4/21/2023,4/24/2023,206400
Benoholdings,"3,735",5,4/21/2023,4/24/2023,206400
CosmoAM&T,"215,000","6,000",4/21/2023,4/24/2023,5070
EID,"1,392",0,4/21/2023,4/24/2023,93230
Exergy21,"1,450",45,4/21/2023,4/24/2023,43090
GLOBON,"1,790",10,4/21/2023,4/24/2023,19660
HD HYUNDAI ENERGY SOLUTIONS,"41,800",950,4/21/2023,4/24/2023,322000
HLB innoVation,"5,220",20,4/21/2023,4/24/2023,24850
Huvitz,"21,000",350,4/21/2023,4/24/2023,65510
KBJP89KOSPI200- P,-,-,4/21/2023,4/24/2023,58JP89
KISHAJWCELLTRIO- C,-,-,4/21/2023,4/24/2023,57HAJW
KISHP37KOSPI200- C,-,-,4/21/2023,4/24/2023,57HP37
KISJ044POSCOH- C,-,-,4/21/2023,4/24/2023,57J044
MIRAEHR87POSCOH- C,-,-,4/21/2023,4/24/2023,52HR87
MIRAEHW94SEC- C,-,-,4/21/2023,4/24/2023,52HW94
MIRAEJ191POSCOH- C,-,-,4/21/2023,4/24/2023,52J191
MIRAEJ297KOSPI200- C,-,-,4/21/2023,4/24/2023,52J297
MIRAEJ311KOSPI200- P,-,-,4/21/2023,4/24/2023,52J311
MIRAEJ312KOSPI200- P,-,-,4/21/2023,4/24/2023,52J312
MIRAI,"29,800",600,4/21/2023,4/24/2023,254490
SERONICS,"47,650","1,150",4/21/2023,4/24/2023,42600
WINTEC,"3,645",25,4/21/2023,4/24/2023,320000
Y2 Solution,"1,395",14,4/21/2023,4/24/2023,11690
Yangjisa,"20,050",250,4/21/2023,4/24/2023,30960
AHA,"7,060",40,4/20/2023,4/21/2023,102950
AK CHEMICAL,"23,500","1,550",4/20/2023,4/21/2023,161000
AK CHEMICAL,"23,500","1,550",4/20/2023,4/21/2023,161000
Benoholdings,"3,735",5,4/20/2023,4/21/2023,206400
CANARIABIO,"28,800","1,700",4/20/2023,4/21/2023,16790
Dgenx,"1,720",100,4/20/2023,4/21/2023,113810
EID,"1,392",0,4/20/2023,4/21/2023,93230
G Enone Energy,"12,800",270,4/20/2023,4/21/2023,270520
Gencurix,"3,260",45,4/20/2023,4/21/2023,229000
Hydro Lithium,"34,900","1,200",4/20/2023,4/21/2023,101670
KISHAJWCELLTRIO- C,-,-,4/20/2023,4/21/2023,57HAJW
KISHP36KOSPI200- C,-,-,4/20/2023,4/21/2023,57HP36
KISHP37KOSPI200- C,-,-,4/20/2023,4/21/2023,57HP37
KISHS46KOSPI200- C,-,-,4/20/2023,4/21/2023,57HS46
MIRAEHR87POSCOH- C,-,-,4/20/2023,4/21/2023,52HR87
MIRAEJ191POSCOH- C,-,-,4/20/2023,4/21/2023,52J191
N2TECH,"1,193",8,4/20/2023,4/21/2023,227950
WILLINGS,"11,480",0,4/20/2023,4/21/2023,313760
WINTEC,"3,645",25,4/20/2023,4/21/2023,320000
Y2 Solution,"1,395",14,4/20/2023,4/21/2023,11690
Yuanta SPAC 8,"3,090",10,4/20/2023,4/21/2023,367480
AHA,"7,060",40,4/19/2023,4/20/2023,102950
AHA,"7,060",40,4/19/2023,4/20/2023,102950
AK CHEMICAL,"23,500","1,550",4/19/2023,4/20/2023,161000
AT semicon,600,0,4/19/2023,4/20/2023,89530
Benoholdings,"3,735",5,4/19/2023,4/20/2023,206400
Benoholdings,"3,735",5,4/19/2023,4/20/2023,206400
Cosnine,924,4,4/19/2023,4/20/2023,82660
Genesystem,"22,000",0,4/19/2023,4/20/2023,363250
Hanchang,"15,750",270,4/19/2023,4/20/2023,79170
JOONGANGDNM,"4,460",120,4/19/2023,4/20/2023,51980
KBJP85KOSPI200- P,-,-,4/19/2023,4/20/2023,58JP85
KISHP36KOSPI200- C,-,-,4/19/2023,4/20/2023,57HP36
KISHP37KOSPI200- C,-,-,4/19/2023,4/20/2023,57HP37
MIRAEHR87POSCOH- C,-,-,4/19/2023,4/20/2023,52HR87
MIRAEJ191POSCOH- C,-,-,4/19/2023,4/20/2023,52J191
MODETOURREIT,"3,905",105,4/19/2023,4/20/2023,204210
POSCO DX,"13,130",700,4/19/2023,4/20/2023,22100
RIFA,"22,650",150,4/19/2023,4/20/2023,760
SeA Mechanics,"6,130",30,4/19/2023,4/20/2023,396300
T Scientific,"3,425",35,4/19/2023,4/20/2023,57680
VRNI,"41,700",850,4/19/2023,4/20/2023,310210
WILLINGS,"11,480",0,4/19/2023,4/20/2023,313760
Yuanta SPAC 8,"3,090",10,4/19/2023,4/20/2023,367480
Cosnine,924,4,4/18/2023,4/19/2023,82660
Crystal New Material,"4,085",130,4/18/2023,4/19/2023,900250
DAT,"5,070",30,4/18/2023,4/19/2023,196490
ENPLUS,"10,970",170,4/18/2023,4/19/2023,74610
HYUNDAI BNG STEEL,"16,150",230,4/18/2023,4/19/2023,4560
KBHN66KOSPI200- C,-,-,4/18/2023,4/19/2023,58HN66
KBJP78KOSPI200- C,-,-,4/18/2023,4/19/2023,58JP78
KISHP36KOSPI200- C,-,-,4/18/2023,4/19/2023,57HP36
KISHP37KOSPI200- C,-,-,4/18/2023,4/19/2023,57HP37
KISJ154PFM- C,-,-,4/18/2023,4/19/2023,57J154
MIRAEJ143KOSPI200- C,-,-,4/18/2023,4/19/2023,52J143
MIRAEJ144KOSPI200- C,-,-,4/18/2023,4/19/2023,52J144
MIRAEJ301KOSPI200- P,-,-,4/18/2023,4/19/2023,52J301
NSN,844,54,4/18/2023,4/19/2023,31860
POSCO STEELEON,"51,500","1,700",4/18/2023,4/19/2023,58430
SEJINTS,"3,645",50,4/18/2023,4/19/2023,67770
SM BEXEL,"2,460",5,4/18/2023,4/19/2023,10580
SunBio,"12,260",10,4/18/2023,4/19/2023,67370
SunBio,"12,260",10,4/18/2023,4/19/2023,67370
VitzroSys,682,2,4/18/2023,4/19/2023,54220
WILLINGS,"11,480",0,4/18/2023,4/19/2023,313760
AnyGen,"14,940",50,4/17/2023,4/18/2023,196300
Benoholdings,"3,735",5,4/17/2023,4/18/2023,206400
Cosnine,924,4,4/17/2023,4/18/2023,82660
ENVIONEER,"13,900",120,4/17/2023,4/18/2023,317870
ENVIONEER,"13,900",120,4/17/2023,4/18/2023,317870
Eehwa,"4,160",30,4/17/2023,4/18/2023,1840
GENEMATRIX,"3,860",30,4/17/2023,4/18/2023,109820
HNK,"3,925",15,4/17/2023,4/18/2023,101680
KBHN66KOSPI200- C,-,-,4/17/2023,4/18/2023,58HN66
KBJP78KOSPI200- C,-,-,4/17/2023,4/18/2023,58JP78
KISHP36KOSPI200- C,-,-,4/17/2023,4/18/2023,57HP36
KISHP37KOSPI200- C,-,-,4/17/2023,4/18/2023,57HP37
MIRAEHM90SKIC- C,-,-,4/17/2023,4/18/2023,52HM90
MIRAEJ144KOSPI200- C,-,-,4/17/2023,4/18/2023,52J144
MIRAEJ293KOSPI200- C,-,-,4/17/2023,4/18/2023,52J293
NNE,"1,186",23,4/17/2023,4/18/2023,43910
NSN,844,54,4/17/2023,4/18/2023,31860
POSCO DX,"13,130",700,4/17/2023,4/18/2023,22100
VRNI,"41,700",850,4/17/2023,4/18/2023,310210
Vaxcell-Bio,"37,850",100,4/17/2023,4/18/2023,323990
WAPS,"2,555",40,4/17/2023,4/18/2023,196700
Yuanta SPAC 8,"3,090",10,4/17/2023,4/18/2023,367480
Benoholdings,"3,735",5,4/14/2023,4/17/2023,206400
Cosnine,924,4,4/14/2023,4/17/2023,82660
ENVIONEER,"13,900",120,4/14/2023,4/17/2023,317870
HANILCHEMIC,"22,300",350,4/14/2023,4/17/2023,7770
HNK,"3,925",15,4/14/2023,4/17/2023,101680
HYBE,"297,500","3,000",4/14/2023,4/17/2023,352820
HiDeep,"2,500",60,4/14/2023,4/17/2023,365590
KBHN66KOSPI200- C,-,-,4/14/2023,4/17/2023,58HN66
KBHN67KOSPI200- C,-,-,4/14/2023,4/17/2023,58HN67
KBJP78KOSPI200- C,-,-,4/14/2023,4/17/2023,58JP78
KISHP36KOSPI200- C,-,-,4/14/2023,4/17/2023,57HP36
KISJ154PFM- C,-,-,4/14/2023,4/17/2023,57J154
KISJ641NAVER- C,20,0,4/14/2023,4/17/2023,57J641
MIRAEJ143KOSPI200- C,-,-,4/14/2023,4/17/2023,52J143
MIRAEJ144KOSPI200- C,-,-,4/14/2023,4/17/2023,52J144
MIRAEJ292KOSPI200- C,-,-,4/14/2023,4/17/2023,52J292
MIRAEJ293KOSPI200- C,-,-,4/14/2023,4/17/2023,52J293
MOTREX,"19,890",210,4/14/2023,4/17/2023,118990
MPDAESAN,364,1,4/14/2023,4/17/2023,65150
MiCo Bio,"4,690",110,4/14/2023,4/17/2023,214610
OPASNET,"13,900",400,4/14/2023,4/17/2023,173130
OPASNET,"13,900",400,4/14/2023,4/17/2023,173130
POSCO M-TECH,"26,600",400,4/14/2023,4/17/2023,9520
T-ROBOTICS,"15,780",690,4/14/2023,4/17/2023,117730
TERA SCIENCE,"5,870",100,4/14/2023,4/17/2023,73640
AT semicon,600,0,4/13/2023,4/14/2023,89530
Benoholdings,"3,735",5,4/13/2023,4/14/2023,206400
Boditech,"11,650",160,4/13/2023,4/14/2023,206640
BusinessOn,"12,330",60,4/13/2023,4/14/2023,138580
DigiCAP,"4,810",65,4/13/2023,4/14/2023,197140
DigiCAP,"4,810",65,4/13/2023,4/14/2023,197140
E.T.I,899,0,4/13/2023,4/14/2023,24810
ENVIONEER,"13,900",120,4/13/2023,4/14/2023,317870
HNK,"3,925",15,4/13/2023,4/14/2023,101680
KBHN66KOSPI200- C,-,-,4/13/2023,4/14/2023,58HN66
KBJP78KOSPI200- C,-,-,4/13/2023,4/14/2023,58JP78
KISHS48KOSPI200- C,-,-,4/13/2023,4/14/2023,57HS48
KISJ036LG CHEM- C,-,-,4/13/2023,4/14/2023,57J036
KISJ044POSCOH- C,-,-,4/13/2023,4/14/2023,57J044
MIRAEHY38LG CHEM- C,-,-,4/13/2023,4/14/2023,52HY38
MIRAEJ143KOSPI200- C,-,-,4/13/2023,4/14/2023,52J143
NSCOMPANY,"4,330",5,4/13/2023,4/14/2023,224760
NSCOMPANY,"4,330",5,4/13/2023,4/14/2023,224760
ONE4U,"1,133",73,4/13/2023,4/14/2023,122830
RYUK-IL C&S,"3,755",70,4/13/2023,4/14/2023,191410
RYUK-IL C&S,"3,755",70,4/13/2023,4/14/2023,191410
Seongan,"2,055",0,4/13/2023,4/14/2023,11300
Seongan,"2,055",0,4/13/2023,4/14/2023,11300
Setopia,"3,555",10,4/13/2023,4/14/2023,222810
T-ROBOTICS,"15,780",690,4/13/2023,4/14/2023,117730
AT semicon,600,0,4/12/2023,4/13/2023,89530
AT semicon,600,0,4/12/2023,4/13/2023,89530
BioInfra Life Science,550,0,4/12/2023,4/13/2023,266470
EID,"1,392",0,4/12/2023,4/13/2023,93230
ENVIONEER,"13,900",120,4/12/2023,4/13/2023,317870
G.Y.TECH,"3,355",15,4/12/2023,4/13/2023,53270
H&B Design,"3,545",40,4/12/2023,4/13/2023,227100
HiDeep,"2,500",60,4/12/2023,4/13/2023,365590
IsuChem,"33,100",150,4/12/2023,4/13/2023,5950
JOKWANG ILI,732,0,4/12/2023,4/13/2023,44060
KBHN45KOSPI200- C,-,-,4/12/2023,4/13/2023,58HN45
KBHN46KOSPI200- C,-,-,4/12/2023,4/13/2023,58HN46
KBHN47KOSPI200- C,-,-,4/12/2023,4/13/2023,58HN47
KBJP76KOSPI200- C,-,-,4/12/2023,4/13/2023,58JP76
KBJP77KOSPI200- C,-,-,4/12/2023,4/13/2023,58JP77
KBJP78KOSPI200- C,-,-,4/12/2023,4/13/2023,58JP78
KISJ036LG CHEM- C,-,-,4/12/2023,4/13/2023,57J036
KISJ044POSCOH- C,-,-,4/12/2023,4/13/2023,57J044
KPM TECH,505,5,4/12/2023,4/13/2023,42040
KPM TECH,505,5,4/12/2023,4/13/2023,42040
MIRAEHAJBKOSPI200- C,-,-,4/12/2023,4/13/2023,52HAJB
MIRAEHAJCKOSPI200- C,-,-,4/12/2023,4/13/2023,52HAJC
MIRAEHAJDKOSPI200- C,-,-,4/12/2023,4/13/2023,52HAJD
MIRAEHX62CELLTRIO- C,-,-,4/12/2023,4/13/2023,52HX62
MIRAEHY38LG CHEM- C,-,-,4/12/2023,4/13/2023,52HY38
MIRAEJ062SKIC- C,-,-,4/12/2023,4/13/2023,52J062
MIRAEJ075LG CHEM- C,-,-,4/12/2023,4/13/2023,52J075
MIRAEJ143KOSPI200- C,-,-,4/12/2023,4/13/2023,52J143
NARASOFT,57,1,4/12/2023,4/13/2023,288490
ONE4U,"1,133",73,4/12/2023,4/13/2023,122830
POSCO M-TECH,"26,600",400,4/12/2023,4/13/2023,9520
T Scientific,"3,425",35,4/12/2023,4/13/2023,57680
Urban Lithium,"24,900",700,4/12/2023,4/13/2023,73570
AK CHEMICAL,"23,500","1,550",4/11/2023,4/12/2023,161000
BioInfra Life Science,550,0,4/11/2023,4/12/2023,266470
DB,"2,305",20,4/11/2023,4/12/2023,12030
ECOPRO,"740,000","30,000",4/11/2023,4/12/2023,86520
ECOPRO,"740,000","30,000",4/11/2023,4/12/2023,86520
EG,"20,250",300,4/11/2023,4/12/2023,37370
H&S,"15,330",150,4/11/2023,4/12/2023,44990
KANGWON ENERGY,"28,000",550,4/11/2023,4/12/2023,114190
KBHN45KOSPI200- C,-,-,4/11/2023,4/12/2023,58HN45
KBHN46KOSPI200- C,-,-,4/11/2023,4/12/2023,58HN46
KBHN47KOSPI200- C,-,-,4/11/2023,4/12/2023,58HN47
KBJP76KOSPI200- C,-,-,4/11/2023,4/12/2023,58JP76
KBJP77KOSPI200- C,-,-,4/11/2023,4/12/2023,58JP77
KC COTTRELL,"2,615",35,4/11/2023,4/12/2023,119650
KISHW00NAVER- C,15,0,4/11/2023,4/12/2023,57HW00
KPM TECH,505,5,4/11/2023,4/12/2023,42040
Kumyang,"60,300",100,4/11/2023,4/12/2023,1570
MIRAEHAJBKOSPI200- C,-,-,4/11/2023,4/12/2023,52HAJB
MIRAEHAJEKOSPI200- C,-,-,4/11/2023,4/12/2023,52HAJE
MIRAEHX62CELLTRIO- C,-,-,4/11/2023,4/12/2023,52HX62
MIRAEHY38LG CHEM- C,-,-,4/11/2023,4/12/2023,52HY38
MIRAEJ075LG CHEM- C,-,-,4/11/2023,4/12/2023,52J075
MIRAEJ143KOSPI200- C,-,-,4/11/2023,4/12/2023,52J143
NARASOFT,57,1,4/11/2023,4/12/2023,288490
NARASOFT,57,1,4/11/2023,4/12/2023,288490
NSN,844,54,4/11/2023,4/12/2023,31860
ORGANIC TEA COSMETICS,186,5,4/11/2023,4/12/2023,900300
SELVAS Healthcare,"7,180",250,4/11/2023,4/12/2023,208370
Seongan,"2,055",0,4/11/2023,4/12/2023,11300
Setopia,"3,555",10,4/11/2023,4/12/2023,222810
UNI CHEM,"1,460",61,4/11/2023,4/12/2023,11330
ASTA,"9,260",400,4/10/2023,4/11/2023,246720
CJ Bioscience,"25,500",200,4/10/2023,4/11/2023,311690
COSMOCHEM,"54,900","1,300",4/10/2023,4/11/2023,5420
Crystal New Material,"4,085",130,4/10/2023,4/11/2023,900250
DB,"2,305",20,4/10/2023,4/11/2023,12030
ENVIONEER,"13,900",120,4/10/2023,4/11/2023,317870
HYBE,"297,500","3,000",4/10/2023,4/11/2023,352820
JSCO Holdings,"2,700",120,4/10/2023,4/11/2023,23440
KBHL05KOSPI200- P,-,-,4/10/2023,4/11/2023,58HL05
KBHM44KOSPI200- C,-,-,4/10/2023,4/11/2023,58HM44
KBHN46KOSPI200- C,-,-,4/10/2023,4/11/2023,58HN46
KBHN47KOSPI200- C,-,-,4/10/2023,4/11/2023,58HN47
KBHN65KOSPI200- P,-,-,4/10/2023,4/11/2023,58HN65
KBJP79KOSPI200- P,-,-,4/10/2023,4/11/2023,58JP79
KISJ118SEC- C,-,-,4/10/2023,4/11/2023,57J118
MIRAEHAJFKOSPI200- C,-,-,4/10/2023,4/11/2023,52HAJF
MIRAEJ143KOSPI200- C,-,-,4/10/2023,4/11/2023,52J143
RAONTECH,"10,950",350,4/10/2023,4/11/2023,418420
SELVAS Healthcare,"7,180",250,4/10/2023,4/11/2023,208370
Seongan,"2,055",0,4/10/2023,4/11/2023,11300
Suprema ID,"82,800","6,600",4/10/2023,4/11/2023,317770
Suprema ID,"82,800","6,600",4/10/2023,4/11/2023,317770
TCC STEEL,"40,900","1,450",4/10/2023,4/11/2023,2710
ENVIONEER,"13,900",120,4/7/2023,4/10/2023,317870
KBHL05KOSPI200- P,-,-,4/7/2023,4/10/2023,58HL05
KBHM44KOSPI200- C,-,-,4/7/2023,4/10/2023,58HM44
KBHN44KOSPI200- C,-,-,4/7/2023,4/10/2023,58HN44
KBHN45KOSPI200- C,-,-,4/7/2023,4/10/2023,58HN45
KBHN46KOSPI200- C,-,-,4/7/2023,4/10/2023,58HN46
KBHN64KOSPI200- P,-,-,4/7/2023,4/10/2023,58HN64
KBHN65KOSPI200- P,-,-,4/7/2023,4/10/2023,58HN65
KCS,"8,680",380,4/7/2023,4/10/2023,115500
KISJ118SEC- C,-,-,4/7/2023,4/10/2023,57J118
KOSSEN,"5,330",10,4/7/2023,4/10/2023,9730
LOTTE ENERGY MATERIALS Corp,"59,200",100,4/7/2023,4/10/2023,20150
MIRAEHAJFKOSPI200- C,-,-,4/7/2023,4/10/2023,52HAJF
Seongan,"2,055",0,4/7/2023,4/10/2023,11300
TOP MATERIAL,"68,100","1,400",4/7/2023,4/10/2023,360070
Topco Media,"5,570",80,4/7/2023,4/10/2023,134580
HANWHA GALLERIA(1P),"7,180",70,4/6/2023,4/7/2023,45226K
KBHN44KOSPI200- C,-,-,4/6/2023,4/7/2023,58HN44
KBHN45KOSPI200- C,-,-,4/6/2023,4/7/2023,58HN45
KBHN46KOSPI200- C,-,-,4/6/2023,4/7/2023,58HN46
KBHN48KOSPI200- C,-,-,4/6/2023,4/7/2023,58HN48
KBHN62KOSPI200- P,-,-,4/6/2023,4/7/2023,58HN62
KBJP77KOSPI200- C,-,-,4/6/2023,4/7/2023,58JP77
KISHP23KOSPI200- P,-,-,4/6/2023,4/7/2023,57HP23
KISHP49KOSPI200- P,-,-,4/6/2023,4/7/2023,57HP49
KISHP51KOSPI200- P,-,-,4/6/2023,4/7/2023,57HP51
KISHV99NAVER- C,10,0,4/6/2023,4/7/2023,57HV99
KOSSEN,"5,330",10,4/6/2023,4/7/2023,9730
MIRAEHAJAKOSPI200- C,-,-,4/6/2023,4/7/2023,52HAJA
MIRAEHATAKOSPI200- P,-,-,4/6/2023,4/7/2023,52HATA
MIRAEHATBKOSPI200- P,-,-,4/6/2023,4/7/2023,52HATB
MIRAEHR87POSCOH- C,-,-,4/6/2023,4/7/2023,52HR87
MIRAEJ076LG CHEM- C,-,-,4/6/2023,4/7/2023,52J076
NATURECELL,"9,400",140,4/6/2023,4/7/2023,7390
NEUROMEKA,"35,500",100,4/6/2023,4/7/2023,348340
RYUK-IL C&S,"3,755",70,4/6/2023,4/7/2023,191410
Seongan,"2,055",0,4/6/2023,4/7/2023,11300
Skymoons Technology,"1,560",26,4/6/2023,4/7/2023,33790
BGF Ecomaterials,"6,210",0,4/5/2023,4/6/2023,126600
CSA Cosmic,"1,551",49,4/5/2023,4/6/2023,83660
DMENG,"24,000",900,4/5/2023,4/6/2023,389260
EMRO,"45,150","2,200",4/5/2023,4/6/2023,58970
Gencurix,"3,260",45,4/5/2023,4/6/2023,229000
Gencurix,"3,260",45,4/5/2023,4/6/2023,229000
Hydro Lithium,"34,900","1,200",4/5/2023,4/6/2023,101670
IlsungPharm,"27,250",50,4/5/2023,4/6/2023,3120
KBHN48KOSPI200- C,-,-,4/5/2023,4/6/2023,58HN48
KISHP34KOSPI200- C,-,-,4/5/2023,4/6/2023,57HP34
KISJ043POSCOH- C,-,-,4/5/2023,4/6/2023,57J043
KOSSEN,"5,330",10,4/5/2023,4/6/2023,9730
LeekuInd,"4,710",160,4/5/2023,4/6/2023,25820
MIRAEHAJEKOSPI200- C,-,-,4/5/2023,4/6/2023,52HAJE
MIRAEHAJFKOSPI200- C,-,-,4/5/2023,4/6/2023,52HAJF
MIRAEHR87POSCOH- C,-,-,4/5/2023,4/6/2023,52HR87
MIRAEJ076LG CHEM- C,-,-,4/5/2023,4/6/2023,52J076
